uuid,full_name,owner,description,archived,fork,pushed_at,size,stargazers_count,open_issues_count,forks_count,subscribers_count,default_branch,last_synced_at,etag,topics,latest_commit_sha,homepage,language,has_issues,has_wiki,has_pages,mirror_url,source_name,license,status,scm,pull_requests_enabled,icon_url,created_at,updated_at,dependencies_parsed_at,dependency_job_id,html_url,previous_names,tags_count,template,template_full_name,repository_url,tags_url,releases_url,manifests_url,owner_url,download_url,metadata.files.readme,metadata.files.changelog,metadata.files.contributing,metadata.files.funding,metadata.files.license,metadata.files.code_of_conduct,metadata.files.threat_model,metadata.files.audit,metadata.files.citation,metadata.files.codeowners,metadata.files.security,metadata.files.support,metadata.files.governance,commit_stats.total_commits,commit_stats.total_committers,commit_stats.mean_commits,commit_stats.dds,commit_stats.last_synced_commit,metadata.files.roadmap,metadata.files.authors,metadata.funding.github,metadata.funding.open_collective,commit_stats,metadata.funding.patreon,metadata.funding.ko_fi,metadata.funding.tidelift,metadata.funding.community_bridge,metadata.funding.liberapay,metadata.funding.issuehunt,metadata.funding.otechie,metadata.funding.custom
6498492,airbnb/javascript,airbnb,JavaScript Style Guide,False,False,2024-01-20T04:44:01.000Z,3619,140045,164,26591,3801,master,2024-01-21T00:58:54.550Z,,"['arrow-functions', 'es2015', 'es2016', 'es2017', 'es2018', 'es6', 'eslint', 'javascript', 'linting', 'naming-conventions', 'style-guide', 'style-linter', 'styleguide', 'tc39']",,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2012-11-01T23:13:50.000Z,2024-01-20T21:41:56.000Z,2023-09-24T15:25:51.306Z,,https://github.com/airbnb/javascript,[],102,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fjavascript,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fjavascript/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fjavascript/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fjavascript/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/javascript/tar.gz/refs/heads/master,README.md,,,,LICENSE.md,,,,,,,,,1652.0,547.0,3.020109689213894,0.6464891041162227,11ab37144b7f846f04f64a29b5beb6e00d74e84b,,,,,,,,,,,,,
70198875,airbnb/lottie-android,airbnb,"Render After Effects animations natively on Android and iOS, Web, and React Native",False,False,2023-12-30T01:54:19.000Z,136439,34468,16,5425,850,master,2024-01-20T21:50:29.309Z,,"['after-effects', 'airbnb', 'android', 'animation', 'lottie']",,http://airbnb.io/lottie/,Java,True,,,,,apache-2.0,,git,True,https://github.com/airbnb.png,2016-10-06T22:42:42.000Z,2024-01-20T13:11:41.000Z,2023-12-29T06:35:20.019Z,,https://github.com/airbnb/lottie-android,[],115,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-android,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-android/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-android/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-android/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/lottie-android/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,.github/FUNDING.yml,LICENSE,CODE_OF_CONDUCT.md,,,,,,,,1533.0,143.0,10.72027972027972,0.5290280495759948,4c805889968bfa2eba6c87cd99a093aa5261beb3,,,gpeal,lottie,,,,,,,,,
132035351,airbnb/react-outside-click-handler,airbnb,OutsideClickHandler component for React.,False,False,2023-03-20T14:25:48.000Z,269,600,13,68,24,master,2024-01-20T20:44:19.797Z,,[],,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2018-05-03T18:34:53.000Z,2024-01-11T15:05:57.000Z,2022-09-26T17:21:15.039Z,,https://github.com/airbnb/react-outside-click-handler,[],11,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Freact-outside-click-handler,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Freact-outside-click-handler/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Freact-outside-click-handler/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Freact-outside-click-handler/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/react-outside-click-handler/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,40.0,10.0,4.0,0.35,960fec72e0337401b55e0af16ab6a371c77566a6,,,,,,,,,,,,,
54623071,airbnb/js-shims,airbnb,JS language shims used by Airbnb.,False,False,2023-03-04T01:47:45.000Z,84,124,0,26,23,master,2024-01-20T18:27:42.990Z,,[],,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2016-03-24T07:29:34.000Z,2023-11-13T09:19:08.000Z,2022-08-29T00:11:07.804Z,,https://github.com/airbnb/js-shims,[],19,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fjs-shims,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fjs-shims/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fjs-shims/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fjs-shims/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/js-shims/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,78.0,4.0,19.5,0.14102564102564108,339192174a67f323bb92cde5e99e098bf87860bf,,,,,,,,,,,,,
85095608,airbnb/visx,airbnb,🐯 visx | visualization components,False,False,2024-01-19T17:53:04.000Z,15186,18251,145,730,140,master,2024-01-20T17:57:01.229Z,,"['chart', 'd3', 'data-visualization', 'react', 'svg', 'visualization', 'visx', 'vx']",,https://airbnb.io/visx,TypeScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2017-03-15T16:25:41.000Z,2024-01-20T15:13:05.000Z,2024-01-13T03:34:44.988Z,161a1c90-d798-4f32-a927-160a0a811084,https://github.com/airbnb/visx,['hshoff/vx'],283,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fvisx,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fvisx/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fvisx/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fvisx/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/visx/tar.gz/refs/heads/master,README.md,CHANGELOG.md,CONTRIBUTING.md,,LICENSE,CODE_OF_CONDUCT.md,,,,,,,,2723.0,163.0,16.70552147239264,0.821520381931693,6a1417752737ffc1f6dd0d66092e54b8904c3d4f,,,,,,,,,,,,,
31085130,airbnb/lottie-web,airbnb,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",False,False,2023-12-18T09:23:20.000Z,411092,29359,744,2889,449,master,2024-01-20T17:09:23.512Z,,[],,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2015-02-20T21:02:59.000Z,2024-01-19T20:25:32.000Z,2022-07-12T16:09:12.859Z,91c1f8f4-3ace-4eae-afe7-a71e3e6b7491,https://github.com/airbnb/lottie-web,['bodymovin/bodymovin'],177,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-web,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-web/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-web/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-web/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/lottie-web/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,.github/FUNDING.yml,LICENSE.md,,,,,,,,,2050.0,105.0,19.523809523809526,0.2165853658536585,63a39aeb27b8c13726ce9fcf850d9351b14be3e6,,,,lottie,,,,,,,,,
70198664,airbnb/lottie-ios,airbnb,An iOS library to natively render After Effects vector animations,False,False,2024-01-20T02:19:36.000Z,219459,24713,11,3670,467,master,2024-01-20T13:13:39.287Z,,"['animation', 'bodymovin', 'custom-transitions', 'ios', 'ios-animation', 'ios-transition', 'keyframes', 'swift', 'transition-animation']",,http://airbnb.io/lottie/,Swift,True,,,,,apache-2.0,,git,True,https://github.com/airbnb.png,2016-10-06T22:38:38.000Z,2024-01-20T05:39:59.000Z,2024-01-12T03:01:33.639Z,,https://github.com/airbnb/lottie-ios,[],67,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-ios,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-ios/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-ios/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie-ios/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/lottie-ios/tar.gz/refs/heads/master,README.md,,,.github/FUNDING.yml,LICENSE,,,,,,,,,911.0,241.0,3.780082987551867,0.8013172338090011,f081afab0e4da9c0ae54e1db1c0f30b603f3eb03,,,,lottie,,,,,,,,,
226207937,airbnb/ts-migrate,airbnb,A tool to help migrate JavaScript code quickly and conveniently to TypeScript,False,False,2023-10-21T22:46:58.000Z,1288,5255,46,217,45,master,2024-01-20T11:57:39.692Z,,"['codemod', 'javascript', 'migration', 'typescript']",,,TypeScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2019-12-05T23:36:40.000Z,2024-01-20T08:01:45.000Z,2024-01-12T06:26:23.393Z,,https://github.com/airbnb/ts-migrate,[],36,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fts-migrate,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fts-migrate/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fts-migrate/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fts-migrate/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/ts-migrate/tar.gz/refs/heads/master,README.md,,CONTRIBUTING.md,,,,,,,,,,,189.0,34.0,5.5588235294117645,0.7037037037037037,f656addb5d6b60887f6b4033cdd81a6ff5e851cb,,,,,,,,,,,,,
72034231,airbnb/babel-plugin-dynamic-import-node,airbnb,"Babel plugin to transpile import() to a deferred require(), for node",False,False,2023-03-04T01:43:36.000Z,113,573,7,66,35,master,2024-01-20T11:29:58.342Z,,[],,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2016-10-26T18:50:00.000Z,2023-12-27T02:20:30.000Z,2023-09-27T20:38:55.256Z,,https://github.com/airbnb/babel-plugin-dynamic-import-node,[],12,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fbabel-plugin-dynamic-import-node,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fbabel-plugin-dynamic-import-node/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fbabel-plugin-dynamic-import-node/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fbabel-plugin-dynamic-import-node/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/babel-plugin-dynamic-import-node/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,77.0,14.0,5.5,0.3246753246753247,a68388870de822183218515a1adbb3e8d7fa9486,,,,,,,,,,,,,
94948855,airbnb/lottie,airbnb,Lottie documentation for http://airbnb.io/lottie.,False,False,2024-01-18T22:42:14.000Z,85252,4263,36,320,65,master,2024-01-20T08:28:45.215Z,,[],,,HTML,False,,,,,mit,,git,True,https://github.com/airbnb.png,2017-06-21T01:10:05.000Z,2024-01-19T09:26:01.000Z,2023-02-16T10:30:52.248Z,909ecbb8-baf2-4990-9a23-7af8ca620bed,https://github.com/airbnb/lottie,[],0,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Flottie/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/lottie/tar.gz/refs/heads/master,README.md,,,.github/FUNDING.yml,LICENSE,,,,,,,,,244.0,80.0,3.05,0.709016393442623,342dc4ccc680d2b70ff82788690395695356cb20,,,,lottie,,,,,,,,,
139500036,airbnb/mavericks,airbnb,Mavericks: Android on Autopilot,False,False,2023-12-04T18:07:19.000Z,38698,5649,60,493,101,main,2024-01-20T07:54:30.245Z,,[],,https://airbnb.io/mavericks/,Kotlin,True,,,,,apache-2.0,,git,True,https://github.com/airbnb.png,2018-07-02T22:11:45.000Z,2024-01-18T21:01:24.000Z,2024-01-10T22:10:48.427Z,f6629dbf-983c-4be9-8bca-8ea7fee39e5b,https://github.com/airbnb/mavericks,['airbnb/mvrx'],43,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fmavericks,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fmavericks/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fmavericks/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fmavericks/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/mavericks/tar.gz/refs/heads/main,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,360.0,70.0,5.142857142857143,0.7972222222222223,1318087ee6fea40d1d2e0b5a0b34f36c19a297dd,,,,,,,,,,,,,
5987222,airbnb/polyglot.js,airbnb,Give your JavaScript the ability to speak many languages.,False,False,2023-12-02T16:14:29.000Z,740,3634,15,227,187,master,2024-01-20T07:21:01.507Z,,[],,http://airbnb.github.io/polyglot.js,JavaScript,True,,,,airbnb/ruby,bsd-2-clause,,git,True,https://github.com/airbnb.png,2012-09-27T19:10:37.000Z,2024-01-19T22:55:43.000Z,2023-07-05T18:49:05.637Z,,https://github.com/airbnb/polyglot.js,[],25,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fpolyglot.js,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fpolyglot.js/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fpolyglot.js/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fpolyglot.js/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/polyglot.js/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,210.0,43.0,4.883720930232558,0.5380952380952381,c310b0b8f79482cc0d23a5b9dedbcd55e1dff54b,,,,,,,,,,,,,
66389842,airbnb/react-with-styles,airbnb,Use CSS-in-JavaScript with themes for React without being tightly coupled to one implementation,False,False,2023-08-05T04:57:59.000Z,326,1700,34,119,47,master,2024-01-20T03:03:28.729Z,,"['css', 'css-in-js', 'react']",,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2016-08-23T17:49:48.000Z,2024-01-17T08:55:16.000Z,2022-07-12T17:34:26.855Z,,https://github.com/airbnb/react-with-styles,[],29,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Freact-with-styles,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Freact-with-styles/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Freact-with-styles/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Freact-with-styles/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/react-with-styles/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,219.0,16.0,13.6875,0.6986301369863014,68100eecd92ab5bbe3dff25cc454cbe137ef4f05,,,,,,,,,,,,,
47292486,airbnb/rheostat,airbnb,"Rheostat is a www, mobile, and accessible slider component built with React",False,False,2023-10-21T11:47:10.000Z,1252,1688,67,215,41,master,2024-01-20T02:44:36.379Z,,[],,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2015-12-02T22:28:26.000Z,2024-01-04T16:02:15.000Z,2024-01-13T19:34:30.958Z,e249572b-2adb-41aa-a72a-01087ad36b40,https://github.com/airbnb/rheostat,[],19,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Frheostat,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Frheostat/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Frheostat/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Frheostat/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/rheostat/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,183.0,26.0,7.038461538461538,0.6174863387978142,d0d5ffab7cf4b393a1d1932ef76f389156b5c1fd,,,,,,,,,,,,,
70288130,airbnb/prop-types,airbnb,Custom React PropType validators that we use at Airbnb.,False,False,2023-03-04T01:51:55.000Z,315,672,9,64,34,master,2024-01-19T19:12:43.090Z,,[],,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2016-10-07T22:45:22.000Z,2023-12-30T17:43:04.000Z,2022-07-08T02:16:21.454Z,,https://github.com/airbnb/prop-types,[],36,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fprop-types,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fprop-types/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fprop-types/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fprop-types/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/prop-types/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,224.0,21.0,10.666666666666666,0.1071428571428571,492c439574c6ede6a0753ea9ba8a2daec570443d,,,,,,,,,,,,,
93346321,airbnb/prop-types-exact,airbnb,For use with React PropTypes. Will error on any prop not explicitly specified.,False,False,2023-03-04T01:45:40.000Z,57,239,5,21,28,master,2024-01-19T18:31:09.503Z,,[],,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2017-06-04T22:54:03.000Z,2024-01-19T18:31:09.504Z,2022-09-21T09:23:24.350Z,,https://github.com/airbnb/prop-types-exact,[],5,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fprop-types-exact,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fprop-types-exact/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fprop-types-exact/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fprop-types-exact/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/prop-types-exact/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,46.0,2.0,23.0,0.021739130434782594,84bcbd15d3e79e33dda66b46f840f67dd363d548,,,,,,,,,,,,,
157927312,airbnb/MagazineLayout,airbnb,A collection view layout capable of laying out views in vertically scrolling grids and lists.,False,False,2024-01-18T18:20:48.000Z,5353,3219,10,221,65,master,2024-01-19T11:41:54.238Z,,[],,,Swift,True,,,,,apache-2.0,,git,True,https://github.com/airbnb.png,2018-11-16T22:16:03.000Z,2024-01-19T11:32:33.000Z,2024-01-18T08:58:27.320Z,,https://github.com/airbnb/MagazineLayout,[],39,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2FMagazineLayout,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2FMagazineLayout/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2FMagazineLayout/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2FMagazineLayout/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/MagazineLayout/tar.gz/refs/heads/master,README.md,,Docs/CONTRIBUTING.md,,LICENSE,,,,,,,,,60.0,13.0,4.615384615384615,0.5833333333333333,2503c402b35434bd85ee5bf32f6e09a5227e2a99,,,,,,,,,,,,,
22970217,airbnb/kafkat,airbnb,KafkaT-ool,False,False,2019-06-01T03:39:38.000Z,100,501,15,90,245,master,2024-01-18T16:13:41.587Z,,[],,,Ruby,True,,,,,apache-2.0,,git,True,https://github.com/airbnb.png,2014-08-14T22:09:39.000Z,2024-01-09T05:14:04.000Z,2022-08-24T10:52:20.144Z,,https://github.com/airbnb/kafkat,[],6,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fkafkat,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fkafkat/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fkafkat/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fkafkat/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/kafkat/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE.txt,,,,,,,,,,,,,,,,,,,,,,,,,,
7967167,airbnb/ruby,airbnb,Ruby Style Guide,False,False,2024-01-12T17:25:51.000Z,360,3754,17,793,287,main,2024-01-18T13:57:01.259Z,,[],,,Ruby,True,,,,,mit,,git,True,https://github.com/airbnb.png,2013-02-01T21:49:13.000Z,2024-01-17T23:34:55.000Z,2024-01-10T19:11:16.806Z,,https://github.com/airbnb/ruby,[],8,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fruby,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fruby/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fruby/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fruby/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/ruby/tar.gz/refs/heads/main,README.md,,CONTRIBUTING.md,,LICENSE.md,,,,,,,,,242.0,56.0,4.321428571428571,0.884297520661157,53d10946c67453dec7309dce75727c3b8283e405,,,,,,,,,,,,,
68626554,airbnb/babel-plugin-inline-react-svg,airbnb,A babel plugin that optimizes and inlines SVGs for your React Components.,False,False,2023-12-14T21:57:49.000Z,124,474,31,96,17,master,2024-01-18T13:20:55.908Z,,[],,,JavaScript,True,,,,,mit,,git,True,https://github.com/airbnb.png,2016-09-19T16:55:26.000Z,2024-01-16T13:34:58.000Z,2022-08-29T14:52:00.715Z,a81cc84d-819c-419c-a72e-32fe871a725e,https://github.com/airbnb/babel-plugin-inline-react-svg,['kesne/babel-plugin-inline-react-svg'],20,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fbabel-plugin-inline-react-svg,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fbabel-plugin-inline-react-svg/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fbabel-plugin-inline-react-svg/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fbabel-plugin-inline-react-svg/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/babel-plugin-inline-react-svg/tar.gz/refs/heads/master,README.md,CHANGELOG.md,,,LICENSE,,,,,,,,,96.0,23.0,4.173913043478261,0.5520833333333333,bee9b5563c5551663b0e0dfa2b7e97cdc78ab876,,,,,,,,,,,,,
65949398,airbnb/knowledge-repo,airbnb,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,False,False,2023-07-20T11:16:46.000Z,77696,5406,134,709,175,master,2024-01-18T12:41:28.919Z,,"['data', 'data-analysis', 'data-science', 'knowledge']",,,Python,True,,,,,apache-2.0,,git,True,https://github.com/airbnb.png,2016-08-17T23:32:50.000Z,2024-01-12T18:03:18.000Z,2023-02-19T15:16:26.749Z,978998b7-121e-4181-944c-d3608e0294f1,https://github.com/airbnb/knowledge-repo,[],33,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fknowledge-repo,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fknowledge-repo/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fknowledge-repo/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fknowledge-repo/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/knowledge-repo/tar.gz/refs/heads/master,README.md,,docs/contributing.rst,,LICENSE,,,,,,,,,1024.0,83.0,12.337349397590362,0.76171875,71fd3fd42db7866257f86f37235ca0b5d81f5378,,,,,,,,,,,,,
38265709,airbnb/css,airbnb,A mostly reasonable approach to CSS and Sass.,False,False,2023-10-09T15:06:55.000Z,58,6839,21,1495,246,master,2024-01-18T11:07:34.429Z,,[],,,,True,,,,,mit,,git,True,https://github.com/airbnb.png,2015-06-29T19:05:55.000Z,2024-01-17T18:40:57.000Z,2022-07-14T04:10:29.492Z,530067a9-0e90-42ce-8e0f-e1c5e814f6f1,https://github.com/airbnb/css,[],0,False,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fcss,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fcss/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fcss/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/airbnb%2Fcss/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/airbnb,https://codeload.github.com/airbnb/css/tar.gz/refs/heads/master,README.md,,,,LICENSE.md,,,,,,,,,34.0,21.0,1.619047619047619,0.8529411764705882,8ef3b3ce07f7eba3a7580beb069360e30fae86e3,,,,,,,,,,,,,
