uuid,full_name,owner,description,archived,fork,pushed_at,size,stargazers_count,open_issues_count,forks_count,subscribers_count,default_branch,last_synced_at,etag,topics,latest_commit_sha,homepage,language,has_issues,has_wiki,has_pages,mirror_url,source_name,license,status,scm,pull_requests_enabled,icon_url,created_at,updated_at,dependencies_parsed_at,dependency_job_id,html_url,commit_stats,previous_names,tags_count,template,template_full_name,repository_url,tags_url,releases_url,manifests_url,owner_url,download_url,metadata.files.readme,metadata.files.changelog,metadata.files.contributing,metadata.files.funding,metadata.files.license,metadata.files.code_of_conduct,metadata.files.threat_model,metadata.files.audit,metadata.files.citation,metadata.files.codeowners,metadata.files.security,metadata.files.support,metadata.files.governance,metadata.files.roadmap,metadata.files.authors,commit_stats.total_commits,commit_stats.total_committers,commit_stats.mean_commits,commit_stats.dds,commit_stats.last_synced_commit
475107199,CMSgov/ab2d-events,CMSgov,,False,False,2023-09-20T19:54:51.000Z,923,1,1,0,5,main,2023-09-21T06:28:19.104Z,,[],,,Java,True,,,,,,,git,True,https://github.com/CMSgov.png,2022-03-28T17:24:10.000Z,2023-09-21T20:59:42.214Z,2023-09-21T21:35:18.122Z,,https://github.com/CMSgov/ab2d-events,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-events,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-events/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-events/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-events/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/ab2d-events/tar.gz/refs/heads/main,README.md,,,,,,,,,,,,,,,,,,,
243064632,CMSgov/cms-ars-3.1-moderate-nginx-overlay,CMSgov,,False,False,2023-09-19T19:36:46.000Z,313,0,2,0,24,master,2023-09-19T22:30:02.668Z,,[],,,Ruby,True,,,,,other,,git,True,https://github.com/CMSgov.png,2020-02-25T18:02:55.000Z,2021-08-23T20:50:05.000Z,2023-01-20T03:20:17.323Z,,https://github.com/CMSgov/cms-ars-3.1-moderate-nginx-overlay,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fcms-ars-3.1-moderate-nginx-overlay,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fcms-ars-3.1-moderate-nginx-overlay/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fcms-ars-3.1-moderate-nginx-overlay/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fcms-ars-3.1-moderate-nginx-overlay/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/cms-ars-3.1-moderate-nginx-overlay/tar.gz/refs/heads/master,README.md,,,,LICENSE.md,,,,,,,,,,,,,,,
475106612,CMSgov/ab2d-contracts,CMSgov,,False,False,2023-09-14T00:48:59.000Z,156,3,1,1,5,main,2023-09-14T15:17:44.800Z,,[],,,Java,True,,,,,,,git,True,https://github.com/CMSgov.png,2022-03-28T17:22:35.000Z,2023-03-14T15:24:47.000Z,2022-11-21T20:46:38.898Z,,https://github.com/CMSgov/ab2d-contracts,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-contracts,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-contracts/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-contracts/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-contracts/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/ab2d-contracts/tar.gz/refs/heads/main,README.md,,,,,,,,,,,,,,,,,,,
690748621,CMSgov/ec2ssm,CMSgov,Connect to instances using SSM session manager. As an alternative to SSH,False,False,2023-09-12T20:42:25.000Z,8,0,0,0,10,main,2023-09-13T06:37:50.105Z,,[],,,Go,True,,,,,mit,,git,True,https://github.com/CMSgov.png,2023-09-12T19:48:30.000Z,2023-09-13T06:37:54.774Z,2023-09-13T06:48:05.009Z,,https://github.com/CMSgov/ec2ssm,,['cmsgov/ec2ssm'],,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fec2ssm,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fec2ssm/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fec2ssm/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fec2ssm/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/ec2ssm/tar.gz/refs/heads/main,readme.md,,,,LICENSE,,,,,,,,,,,,,,,
421951092,CMSgov/snyk_web,CMSgov,To store the content for the Snyk Web for OIT,False,False,2023-08-23T19:26:20.000Z,7496,1,0,0,8,main,2023-08-23T20:11:38.356Z,,[],,,SCSS,True,,,,,,,git,True,https://github.com/CMSgov.png,2021-10-27T19:39:02.000Z,2023-08-23T20:11:38.357Z,2023-02-22T01:15:14.442Z,,https://github.com/CMSgov/snyk_web,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fsnyk_web,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fsnyk_web/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fsnyk_web/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fsnyk_web/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/snyk_web/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
620334949,CMSgov/SMA-Endpoint-Directory,CMSgov,,False,False,2023-08-14T20:08:12.000Z,3231,1,0,0,3,main,2023-08-15T00:12:18.766Z,,[],,,,True,,,,,,,git,True,https://github.com/CMSgov.png,2023-03-28T13:34:15.000Z,2023-08-15T00:12:34.706Z,2023-08-15T00:28:21.735Z,,https://github.com/CMSgov/SMA-Endpoint-Directory,,['cmsgov/sma-endpoint-directory'],,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FSMA-Endpoint-Directory,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FSMA-Endpoint-Directory/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FSMA-Endpoint-Directory/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FSMA-Endpoint-Directory/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/SMA-Endpoint-Directory/tar.gz/refs/heads/main,README.md,,,,,,,,,,,,,,,,,,,
336395385,CMSgov/mac-fc-example-app,CMSgov,,False,False,2021-02-05T21:40:14.000Z,0,0,0,0,5,main,2023-08-11T09:09:20.383Z,,[],,,,True,,,,,,,git,True,https://github.com/CMSgov.png,2021-02-05T21:40:12.000Z,2021-02-05T21:40:12.000Z,2023-02-21T16:45:22.042Z,,https://github.com/CMSgov/mac-fc-example-app,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fmac-fc-example-app,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fmac-fc-example-app/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fmac-fc-example-app/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fmac-fc-example-app/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/mac-fc-example-app/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
475104570,CMSgov/ab2d-gradle,CMSgov,,False,False,2023-08-08T18:44:39.000Z,27,0,1,0,5,main,2023-08-08T20:09:29.477Z,,[],,,Groovy,True,,,,,,,git,True,https://github.com/CMSgov.png,2022-03-28T17:16:56.000Z,2023-08-08T20:09:29.478Z,2023-02-22T01:15:51.527Z,,https://github.com/CMSgov/ab2d-gradle,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-gradle,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-gradle/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-gradle/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fab2d-gradle/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/ab2d-gradle/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
76274247,CMSgov/coverage-inspector,CMSgov,"A tool for inspecting plan coverage of providers, facilities, and drugs",False,False,2019-11-21T06:54:18.000Z,20,0,0,7,30,master,2023-08-08T16:31:14.673Z,,[],,,,True,,,,,,,git,True,https://github.com/CMSgov.png,2016-12-12T16:25:14.000Z,2016-12-12T16:25:14.000Z,2023-02-22T01:15:14.100Z,,https://github.com/CMSgov/coverage-inspector,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fcoverage-inspector,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fcoverage-inspector/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fcoverage-inspector/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fcoverage-inspector/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/coverage-inspector/tar.gz/refs/heads/master,,,,,,,,,,,,,,,,,,,,
302092298,CMSgov/regulations-site,CMSgov,Web interface for viewing U.S. federal regulations and other regulatory information,True,True,2021-07-15T15:31:37.000Z,19801,2,0,3,4,main,2023-08-07T08:04:52.174Z,,[],,,CSS,False,,,,eregs/regulations-site,cc0-1.0,,git,True,https://github.com/CMSgov.png,2020-10-07T16:15:23.000Z,2023-01-28T07:45:54.000Z,,,https://github.com/CMSgov/regulations-site,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-site,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-site/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-site/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-site/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/regulations-site/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
302092462,CMSgov/regulations-core,CMSgov,An engine that supplies the API that allows users to read regulations and their various layers. ,True,True,2021-07-12T15:02:23.000Z,1068,1,1,2,4,main,2023-08-07T08:04:51.546Z,,[],,,Python,False,,,,eregs/regulations-core,cc0-1.0,,git,True,https://github.com/CMSgov.png,2020-10-07T16:16:02.000Z,2023-01-28T07:45:55.000Z,,,https://github.com/CMSgov/regulations-core,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-core,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-core/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-core/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-core/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/regulations-core/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
83158366,CMSgov/web-design-standards,CMSgov,Open source UI components and visual style guide for U.S. government websites.,False,True,2018-12-03T23:54:10.000Z,57138,4,0,3,4,staging,2023-08-01T02:53:09.430Z,,[],,https://standards.usa.gov,HTML,False,,,,uswds/uswds,other,,git,True,https://github.com/CMSgov.png,2017-02-25T19:54:49.000Z,2023-08-01T02:53:09.430Z,,,https://github.com/CMSgov/web-design-standards,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fweb-design-standards,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fweb-design-standards/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fweb-design-standards/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fweb-design-standards/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/web-design-standards/tar.gz/refs/heads/staging,,,,,,,,,,,,,,,,,,,,
467619882,CMSgov/redhat-enterprise-linux-8-stig-baseline,CMSgov,,False,False,2023-05-04T23:45:29.000Z,1656,4,8,5,15,main,2023-08-01T02:53:09.389Z,,[],,,Ruby,True,,,,,other,,git,True,https://github.com/CMSgov.png,2022-03-08T17:54:28.000Z,2023-06-20T02:35:40.000Z,2023-02-12T07:46:17.868Z,,https://github.com/CMSgov/redhat-enterprise-linux-8-stig-baseline,,[],4.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fredhat-enterprise-linux-8-stig-baseline,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fredhat-enterprise-linux-8-stig-baseline/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fredhat-enterprise-linux-8-stig-baseline/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fredhat-enterprise-linux-8-stig-baseline/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/redhat-enterprise-linux-8-stig-baseline/tar.gz/refs/heads/main,README.md,,,,LICENSE,,,,,,,,,,,,,,,
467624117,CMSgov/tomcat_9.x,CMSgov,,False,False,2022-10-18T05:36:57.000Z,92,1,1,0,15,main,2023-08-01T02:53:09.322Z,,[],,,Ruby,True,,,,,,,git,True,https://github.com/CMSgov.png,2022-03-08T18:07:15.000Z,2023-06-20T02:37:31.000Z,2023-02-21T16:45:22.356Z,,https://github.com/CMSgov/tomcat_9.x,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Ftomcat_9.x,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Ftomcat_9.x/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Ftomcat_9.x/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Ftomcat_9.x/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/tomcat_9.x/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
243069134,CMSgov/redhat-enterprise-linux-cve-vulnerability-scan-baseline,CMSgov,,False,False,2020-02-28T01:27:44.000Z,13,0,0,0,24,master,2023-08-01T02:53:09.204Z,,[],,,Ruby,True,,,,,,,git,True,https://github.com/CMSgov.png,2020-02-25T18:21:47.000Z,2020-09-10T15:45:54.000Z,2023-02-21T16:45:21.585Z,,https://github.com/CMSgov/redhat-enterprise-linux-cve-vulnerability-scan-baseline,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fredhat-enterprise-linux-cve-vulnerability-scan-baseline,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fredhat-enterprise-linux-cve-vulnerability-scan-baseline/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fredhat-enterprise-linux-cve-vulnerability-scan-baseline/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fredhat-enterprise-linux-cve-vulnerability-scan-baseline/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/redhat-enterprise-linux-cve-vulnerability-scan-baseline/tar.gz/refs/heads/master,,,,,,,,,,,,,,,,,,,,
234605776,CMSgov/vsam-migration-scenarios,CMSgov,VSAM Migration Scenarios,False,False,2020-01-23T15:33:52.000Z,36,0,0,0,8,master,2023-08-01T02:53:09.171Z,,[],,,COBOL,True,,,,,,,git,True,https://github.com/CMSgov.png,2020-01-17T17:56:37.000Z,2023-08-01T02:53:09.171Z,2023-02-22T01:16:27.519Z,,https://github.com/CMSgov/vsam-migration-scenarios,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fvsam-migration-scenarios,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fvsam-migration-scenarios/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fvsam-migration-scenarios/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fvsam-migration-scenarios/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/vsam-migration-scenarios/tar.gz/refs/heads/master,,,,,,,,,,,,,,,,,,,,
301819359,CMSgov/T-MSIS-Analytic-File-Generation-Code,CMSgov,,False,False,2022-06-30T15:38:57.000Z,401,8,1,1,10,master,2023-08-01T02:53:09.155Z,,[],,,SAS,True,,,,,cc0-1.0,,git,True,https://github.com/CMSgov.png,2020-10-06T18:28:12.000Z,2023-06-20T02:40:17.000Z,2022-07-22T00:46:59.842Z,,https://github.com/CMSgov/T-MSIS-Analytic-File-Generation-Code,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FT-MSIS-Analytic-File-Generation-Code,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FT-MSIS-Analytic-File-Generation-Code/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FT-MSIS-Analytic-File-Generation-Code/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FT-MSIS-Analytic-File-Generation-Code/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/T-MSIS-Analytic-File-Generation-Code/tar.gz/refs/heads/master,README.md,,,,LICENSE.md,,,,,,,,,,,,,,,
302092533,CMSgov/regulations-parser,CMSgov,Parser for U.S. federal regulations and other regulatory information,True,True,2021-03-03T13:51:00.000Z,8912,0,0,1,3,main,2023-08-01T02:53:09.137Z,,[],,,Python,False,,,,eregs/regulations-parser,cc0-1.0,,git,True,https://github.com/CMSgov.png,2020-10-07T16:16:15.000Z,2023-08-01T02:53:09.139Z,,,https://github.com/CMSgov/regulations-parser,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-parser,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-parser/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-parser/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fregulations-parser/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/regulations-parser/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
33131036,CMSgov/QHP-provider-formulary-APIs,CMSgov,,False,False,2021-12-02T15:36:51.000Z,48,38,26,21,42,master,2023-08-01T02:53:08.990Z,,[],,,HTML,True,,,,,unlicense,,git,True,https://github.com/CMSgov.png,2015-03-30T15:21:26.000Z,2023-08-01T02:53:08.991Z,2022-08-07T14:30:25.707Z,,https://github.com/CMSgov/QHP-provider-formulary-APIs,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FQHP-provider-formulary-APIs,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FQHP-provider-formulary-APIs/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FQHP-provider-formulary-APIs/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2FQHP-provider-formulary-APIs/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/QHP-provider-formulary-APIs/tar.gz/refs/heads/master,README.md,,,,LICENSE,,,,,,,,,,,,,,,
322619242,CMSgov/nimbus-pub-code-scanning-1,CMSgov,,False,False,2022-10-18T04:54:37.000Z,67,0,2,0,6,master,2023-08-01T02:53:08.936Z,,[],,,Java,True,,,,,,,git,True,https://github.com/CMSgov.png,2020-12-18T14:34:20.000Z,2023-08-01T02:53:08.936Z,2023-01-20T05:15:12.432Z,,https://github.com/CMSgov/nimbus-pub-code-scanning-1,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fnimbus-pub-code-scanning-1,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fnimbus-pub-code-scanning-1/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fnimbus-pub-code-scanning-1/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fnimbus-pub-code-scanning-1/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/nimbus-pub-code-scanning-1/tar.gz/refs/heads/master,README.md,,,,,,,,,,,,,,,,,,,
342383485,CMSgov/rato-website,CMSgov,Rapid ATO website content focused on demystifying security & compliance at CMS.,False,False,2023-07-10T17:01:29.000Z,9022,2,0,3,16,main,2023-08-01T02:53:08.909Z,,[],,,JavaScript,True,,,,,,,git,True,https://github.com/CMSgov.png,2021-02-25T21:26:52.000Z,2023-08-01T02:53:08.910Z,2023-01-20T09:31:17.075Z,,https://github.com/CMSgov/rato-website,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Frato-website,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Frato-website/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Frato-website/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Frato-website/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/rato-website/tar.gz/refs/heads/main,README.md,,,,,,,,,,,,,,,,,,,
419067064,CMSgov/mc-review-deploy,CMSgov,,False,False,2021-10-19T19:37:18.000Z,0,0,0,0,8,main,2023-08-01T02:53:08.902Z,,[],,,,True,,,,,,,git,True,https://github.com/CMSgov.png,2021-10-19T19:37:17.000Z,2023-08-01T02:53:08.902Z,2023-02-22T01:16:27.986Z,,https://github.com/CMSgov/mc-review-deploy,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fmc-review-deploy,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fmc-review-deploy/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fmc-review-deploy/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fmc-review-deploy/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/mc-review-deploy/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
467620938,CMSgov/oracle-database-19c-cis-baseline,CMSgov,,False,False,2022-10-18T05:05:18.000Z,94,0,1,0,15,main,2023-08-01T02:53:08.889Z,,[],,,Ruby,True,,,,,,,git,True,https://github.com/CMSgov.png,2022-03-08T17:57:39.000Z,2022-03-09T21:24:58.000Z,2023-02-22T01:16:27.565Z,,https://github.com/CMSgov/oracle-database-19c-cis-baseline,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Foracle-database-19c-cis-baseline,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Foracle-database-19c-cis-baseline/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Foracle-database-19c-cis-baseline/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Foracle-database-19c-cis-baseline/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/oracle-database-19c-cis-baseline/tar.gz/refs/heads/main,,,,,,,,,,,,,,,,,,,,
25919686,CMSgov/newrelic_mysql_java_plugin,CMSgov,MySQL Metrics Plugin,False,True,2014-10-29T12:16:41.000Z,39644,2,0,4,31,master,2023-08-01T02:53:08.877Z,,[],,,,False,,,,adriankierman/newrelic_mysql_java_plugin,mit,,git,True,https://github.com/CMSgov.png,2014-10-29T12:23:48.000Z,2023-08-01T02:53:08.878Z,,,https://github.com/CMSgov/newrelic_mysql_java_plugin,,[],17.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fnewrelic_mysql_java_plugin,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fnewrelic_mysql_java_plugin/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fnewrelic_mysql_java_plugin/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fnewrelic_mysql_java_plugin/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/newrelic_mysql_java_plugin/tar.gz/refs/heads/master,,,,,,,,,,,,,,,,,,,,
146901727,CMSgov/qpp-claims-to-quality-public,CMSgov,Source Code for Calculating QPP/MIPS Quality Measures from Medicare Claims Data,True,False,2020-10-02T01:24:53.000Z,436,16,2,1,12,master,2023-08-01T02:53:08.876Z,,[],,,Python,True,,,,,cc0-1.0,,git,True,https://github.com/CMSgov.png,2018-08-31T14:21:38.000Z,2023-07-30T01:54:05.000Z,2023-02-22T01:15:15.086Z,,https://github.com/CMSgov/qpp-claims-to-quality-public,,[],0.0,,,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fqpp-claims-to-quality-public,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fqpp-claims-to-quality-public/tags,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fqpp-claims-to-quality-public/releases,https://repos.ecosyste.ms/api/v1/hosts/GitHub/repositories/CMSgov%2Fqpp-claims-to-quality-public/manifests,https://repos.ecosyste.ms/api/v1/hosts/GitHub/owners/CMSgov,https://codeload.github.com/CMSgov/qpp-claims-to-quality-public/tar.gz/refs/heads/master,,,,,,,,,,,,,,,,,,,,
